Code,Title
Ss_55_15_50_30,Flocculation systems
Ss_55_15_50_60,Ozone pre-disinfection systems
Ss_55_15_50_64,Potassium permanganate pre-disinfection systems
Ss_55_15_55,Clarification water treatment systems
Ss_55_15_55_21,Desludging systems
Ss_55_15_55_23,Direct homogenous sand filtration systems
Ss_55_15_55_25,Direct twin and triple-layer filtration systems
Ss_55_15_55_30,Filtration systems
Ss_55_15_55_32,Flotation systems
Ss_55_15_55_46,Lamella plate settling systems
Ss_55_15_55_76,Sludge blanket settling systems
Ss_55_15_55_78,Sludge contact systems
Ss_55_15_55_80,Static settling systems
Ss_55_15_60,Polishing water treatment systems
Ss_55_15_60_08,Biological filter systems
Ss_55_15_60_34,Granular activated carbon adsorption systems
Ss_55_15_60_60,Ozone oxidation systems
Ss_55_15_60_64,Powdered activated carbon adsorption systems
Ss_55_15_60_72,Resin adsorption systems
Ss_55_15_65,Potable water storage tank systems
Ss_55_15_65_15,Concrete potable water storage systems
Ss_55_15_65_65,Plastics potable water storage systems
Ss_55_15_65_72,Reinforced concrete potable water storage systems
Ss_55_15_65_84,Steel framed potable water storage systems
Ss_55_15_72,Water extraction and monitoring systems
Ss_55_15_72_20,Water extraction borehole systems
Ss_55_15_72_50,Water monitoring borehole systems
Ss_55_15_80,Disinfection water treatment systems
Ss_55_15_80_10,Chlorine dioxide disinfection systems
Ss_55_15_80_12,Chlorine disinfection systems
Ss_55_15_80_14,Chloroamine disinfection systems
Ss_55_15_80_60,Ozone disinfection systems
Ss_55_15_80_90,Ultraviolet (UV) radiation disinfection systems
Ss_55_15_85,Water treatment and purification systems
Ss_55_15_85_08,Biological aerated flooded filter systems
Ss_55_15_85_23,Dissolved air flotation systems
Ss_55_15_85_46,Lamella plate systems
Ss_55_15_85_75,Sandfilter systems
Ss_55_15_85_85,Submerged aerated filter systems
Ss_55_15_95,Wet well systems
Ss_55_15_95_64,Piled wet well systems
Ss_55_15_95_72,Reinforced concrete wet well systems
Ss_55_20,Gas and vacuum distribution and supply systems
Ss_55_20_14,Central vacuum systems
Ss_55_20_14_40,Industrial central vacuum systems
Ss_55_20_14_70,Residential central vacuum systems
Ss_55_20_33,Gas distribution network systems
Ss_55_20_33_56,Natural gas distribution network systems
Ss_55_20_34,Gas supply systems
Ss_55_20_34_05,Biogas supply systems
Ss_55_20_34_40,Incoming gas supply systems
Ss_55_20_34_46,Liquefied petroleum gas (LPG) supply systems
Ss_55_20_34_57,Natural gas supply systems
Ss_55_20_34_95,Welding gas supply systems
Ss_55_20_40,Inert gas supply systems
Ss_55_20_45,Laboratory gas supply systems
Ss_55_20_45_05,Laboratory argon supply systems
Ss_55_20_45_15,Laboratory compressed air supply systems
Ss_55_20_45_36,Laboratory helium supply systems
Ss_55_20_45_39,Laboratory hydrogen supply systems
Ss_55_20_45_56,Laboratory nitrogen supply systems
Ss_55_20_45_59,Laboratory oxygen supply systems
Ss_55_20_51,Medical gas and vacuum systems
Ss_55_20_51_03,Medical anaesthetic gas scavenging systems
Ss_55_20_51_15,Medical compressed air supply systems
Ss_55_20_51_36,Medical helium/ oxygen mixture supply systems
Ss_55_20_51_56,Medical nitrous oxide supply systems
Ss_55_20_51_57,Medical nitrous oxide/ oxygen mixture supply systems
Ss_55_20_51_59,Medical oxygen supply systems
Ss_55_20_51_94,Medical vacuum systems
Ss_55_20_60,Process gas systems
Ss_55_20_60_15,Compressed air supply systems
Ss_55_20_60_33,Gas vaporizing systems
Ss_55_20_85,Specialist and high purity gas supply systems
Ss_55_30,Fire-extinguishing systems
Ss_55_30_30,Foam fire-extinguishing and fire-suppression systems
Ss_55_30_30_31,Foam fire-extinguishing systems
Ss_55_30_35,Gaseous fire-extinguishing systems
Ss_55_30_35_10,Carbon dioxide fire-extinguishing systems
Ss_55_30_35_35,Halocarbon gas total flooding fire-extinguishing systems
Ss_55_30_35_40,Inert gas total flooding fire-extinguishing systems
Ss_55_30_60,Particle-based fire-extinguishing systems
Ss_55_30_60_15,Condensed aerosol fire-suppression systems
Ss_55_30_60_24,Dry chemical fire-extinguishing systems
Ss_55_30_65,Portable fire-extinguishing systems
Ss_55_30_65_30,Fire blanket systems
Ss_55_30_65_35,Fire bucket systems
Ss_55_30_65_65,Portable fire extinguisher systems
Ss_55_30_96,Water firefighting systems
Ss_55_30_96_24,Dry dropper systems
Ss_55_30_96_25,Dry riser systems
Ss_55_30_96_29,Fire hose reel systems
Ss_55_30_96_30,Fire hydrant systems
Ss_55_30_96_95,Water cannon firefighting systems
Ss_55_30_96_97,Wet riser systems
Ss_55_30_98,Water fire suppression systems
Ss_55_30_98_21,Deluge systems
Ss_55_30_98_23,Domestic and residential sprinkler systems
Ss_55_30_98_70,Residential water mist systems
Ss_55_30_98_85,Sprinkler systems
Ss_55_30_98_96,Water mist systems
Ss_55_40,Steam distribution and supply systems
Ss_55_40_85,Steam supply and condensate systems
Ss_55_40_85_38,Hospital steam supply and condensate systems
Ss_55_40_85_41,Industrial steam supply and condensate systems
Ss_55_50,Liquid fuel distribution and supply systems
Ss_55_50_46,Liquid fuel distribution network systems
Ss_55_50_46_58,Oil distribution network systems
Ss_55_50_47,Liquid fuel supply systems
Ss_55_50_47_10,Biodiesel supply systems
Ss_55_50_47_12,Bioethanol supply systems
Ss_55_50_47_21,Diesel supply systems
Ss_55_50_47_32,Fuel oil supply systems
Ss_55_50_47_45,Kerosene/ jet fuel supply systems
Ss_55_50_47_46,Liquid biofuel supply systems
Ss_55_50_47_61,Petrol supply systems
Ss_55_60,Process liquid distribution and supply systems
Ss_55_60_45,Liquid acids and bases supply systems
Ss_55_60_47,Liquid chemicals supply systems
Ss_55_60_50,Liquid polymer supply systems
Ss_55_60_55,Lubrication supply systems
Ss_55_60_55_70,Rail lubrication supply systems
Ss_55_70,Water distribution and supply systems
Ss_55_70_03,Aquaculture supply and recirculation systems
Ss_55_70_03_29,Feeding systems
Ss_55_70_03_31,Freshwater intake systems
Ss_55_70_03_70,Recirculating aquaculture systems
Ss_55_70_03_78,Seawater intake systems
Ss_55_70_03_80,Skimming systems
Ss_55_70_03_94,Vaccination systems
Ss_55_70_38,Hot and cold water supply systems
Ss_55_70_38_15,Cold water supply systems
Ss_55_70_38_20,Direct hot water storage supply systems
Ss_55_70_38_40,Incoming water supply systems
Ss_55_70_38_42,Indirect hot water storage supply systems
Ss_55_70_38_45,Instantaneous hot water supply systems
Ss_55_70_38_65,Pumped cold water supply systems
Ss_55_70_39,Hydroelectric pressure water supply systems
Ss_55_70_39_10,Buried pressure pipeline systems
Ss_55_70_42,Irrigation systems
Ss_55_70_42_20,Drip irrigation systems
Ss_55_70_42_50,Manual irrigation systems
Ss_55_70_42_60,Passive irrigation systems
Ss_55_70_42_85,Sprinkler irrigation systems
Ss_55_70_42_87,Subirrigation systems
Ss_55_70_94,Washing systems
Ss_55_70_94_94,Wash plant systems
Ss_55_70_94_96,Wheel washing systems
Ss_55_70_95,Water distribution network systems
Ss_55_70_95_50,Mains water distribution network systems
Ss_55_70_95_66,Private water distribution network systems
Ss_55_70_96,Water feature systems
Ss_55_70_96_15,Cascade and waterfall systems
Ss_55_70_96_31,Fountain and jet systems
Ss_55_70_96_83,Self-contained water feature systems
Ss_55_70_96_96,Water play systems
Ss_55_70_97,Water reclamation systems
Ss_55_70_97_35,Grey water reclamation systems
Ss_55_70_97_70,Rainwater reclamation systems
Ss_55_70_98,Water treatment systems
Ss_55_70_98_08,Bore water treatment systems
Ss_55_70_98_13,Chemical-free water treatment systems
Ss_55_70_98_85,Swimming pool water treatment systems
Ss_55_70_98_92,Ultrapure water treatment systems
Ss_55_70_99,Water management systems
Ss_55_70_99_84,Stoplog systems
Ss_55_70_99_96,Water baffle systems
Ss_55_90,Piped solids distribution and supply systems
Ss_55_90_65,Piped granule and powder supply systems
Ss_55_95,Temporary piped supply systems
Ss_60,"Heating, cooling and refrigeration systems"
Ss_60_30,Rail and paving heating systems
Ss_60_30_60,Pavement heating systems
Ss_60_30_60_27,Electric pavement heating systems
Ss_60_30_70,Railway heating systems
Ss_60_30_70_65,Points heating systems
Ss_60_30_75,Runway heating systems
Ss_60_30_90,Tramway heating systems
Ss_60_40,Space heating and cooling systems
Ss_60_40_13,Climatic ceiling and beam systems
Ss_60_40_13_13,Climatic beam systems
Ss_60_40_13_14,Climatic ceiling systems
Ss_60_40_15,"Combined heating, cooling and power systems"
Ss_60_40_15_40,Combined heat and power systems
Ss_60_40_17,Cooling systems
Ss_60_40_17_12,Chilled water systems
Ss_60_40_17_15,Condenser water systems
Ss_60_40_17_21,District cooling systems
Ss_60_40_17_40,Ice storage systems
Ss_60_40_17_96,Water cooling systems
Ss_60_40_36,Heat pump systems
Ss_60_40_36_05,Air source heat pump systems
Ss_60_40_36_35,Ground source heat pump systems
Ss_60_40_36_96,Water source heat pump systems
Ss_60_40_37,Heating systems
Ss_60_40_37_21,Direct gas-fired heating systems
Ss_60_40_37_22,District heating systems
Ss_60_40_37_26,Electric heating systems
Ss_60_40_37_48,Low-temperature hot water heating systems
Ss_60_40_37_51,Medium-temperature hot water heating systems
Ss_60_40_37_81,Solar heating systems
Ss_60_40_37_85,Steam heating systems
Ss_60_40_84,Space heating and cooling distribution network systems
Ss_60_40_84_21,District cooling distribution network systems
Ss_60_40_84_22,District heating distribution network systems
Ss_60_40_90,Trace heating systems
Ss_60_40_90_28,Electrical resistance trace heating systems
Ss_60_40_92,Underfloor heating and cooling systems
Ss_60_40_92_15,Combined underfloor heating and cooling systems
Ss_60_40_92_27,Electric underfloor heating systems
Ss_60_40_92_92,Underfloor chilled water systems
Ss_60_40_92_94,Underfloor low-temperature hot water heating systems
Ss_60_60,Refrigeration systems
Ss_60_60_15,Cold room systems
Ss_60_60_15_10,Catering cold room systems
Ss_60_60_15_50,Mortuary cold room systems
Ss_60_60_17,Cold storage systems
Ss_60_60_70,Refrigerant systems
Ss_60_60_70_15,Refrigerant charging systems
Ss_60_60_70_70,Refrigerant recovery systems
Ss_60_60_70_71,Refrigerant cooling systems
Ss_60_60_70_94,Variable refrigerant flow systems
Ss_60_80,Drying systems
Ss_60_80_08,Bottle and can drying systems
Ss_60_95,"Temporary heating, cooling and refrigeration systems"
Ss_65,Ventilation and air conditioning systems
Ss_65_40,Ventilation systems
Ss_65_40_32,Fume extract systems
Ss_65_40_32_32,Fume cupboard extract systems
Ss_65_40_32_70,Recirculatory fume cupboard systems
Ss_65_40_32_75,Safety cabinet extract systems
Ss_65_40_33,General space ventilation systems
Ss_65_40_33_45,Kitchen extract ventilation systems
Ss_65_40_33_48,Local extract ventilation systems
Ss_65_40_33_50,Mechanical extract ventilation systems
Ss_65_40_33_51,Mechanical supply ventilation systems
Ss_65_40_33_52,Mechanical and whole building ventilation systems
Ss_65_40_33_56,Natural ventilation systems
Ss_65_40_33_60,Passive stack ventilation systems
Ss_65_40_33_90,Toilet extract ventilation systems
Ss_65_40_42,Industrial fume extract systems
Ss_65_40_42_25,Dust extract systems
Ss_65_40_42_36,Hazardous area extract systems
Ss_65_40_42_45,Local exhaust ventilation systems
Ss_65_40_42_95,Vehicle exhaust extract systems
Ss_65_40_80,Smoke extract and control systems
Ss_65_40_80_65,Pressure differential systems
Ss_65_40_80_80,Smoke and heat exhaust ventilation systems
Ss_65_40_94,Vehicular space ventilation systems
Ss_65_40_94_10,Car park extract systems
Ss_65_40_94_11,Car park supply systems
Ss_65_40_94_90,Tunnel ventilation systems
Ss_65_60,Specialist ventilation systems
Ss_65_60_55,Hazardous processes ventilation systems
Ss_65_60_55_22,Decontamination areas ventilation systems
Ss_65_60_55_36,Helium quench pipe systems
Ss_65_60_95,Wind tunnel systems
Ss_65_80,Air conditioning systems
Ss_65_80_05,Central air conditioning systems
Ss_65_80_05_10,Centralized all-air conditioning systems
Ss_65_80_05_30,Fan coil unit air conditioning systems
Ss_65_80_05_40,Induction unit air conditioning systems
Ss_65_80_15,Controlled environment systems
Ss_65_80_15_14,Chilled air aisle containment systems
Ss_65_80_15_30,Fan wall systems
Ss_65_80_15_36,Hot air aisle containment systems
Ss_65_80_45,Local air conditioning systems
Ss_65_80_45_25,Evaporative cooling systems
Ss_65_80_45_48,Local underfloor air conditioning systems
Ss_65_80_45_72,Room air conditioning systems
Ss_65_95,Temporary ventilation and air conditioning systems
Ss_70,Electrical systems
Ss_70_10,Electrical power generation and transmission systems
Ss_70_10_30,Fossil fuel power generation systems
Ss_70_10_30_33,Gas power generating systems
Ss_70_10_30_70,Reciprocating internal combustion engine
Ss_70_10_30_72,Reciprocating internal combustion engine driven alternating current generator systems
Ss_70_10_35,High-voltage transmission systems
Ss_70_10_70,Renewable power generation systems
Ss_70_10_70_33,Geothermal power generation systems
Ss_70_10_70_35,Grid-connected photovoltaic systems
Ss_70_10_70_36,Hydroelectric power generation systems
Ss_70_10_70_80,Small-scale wave and tidal power generation systems
Ss_70_10_70_82,Small-scale wind-powered electricity generation systems
Ss_70_10_70_85,Stand-alone photovoltaic systems
Ss_70_10_70_95,Water mill systems
Ss_70_10_70_97,Water turbine systems
Ss_70_10_70_98,Wind power generating systems
Ss_70_30,Electricity distribution systems
Ss_70_30_10,Cable management systems
Ss_70_30_10_28,Extra-low-voltage cable management systems
Ss_70_30_10_35,High-voltage cable management systems
Ss_70_30_10_45,Low-voltage cable management systems
Ss_70_30_25,Protection systems
Ss_70_30_25_25,Earthing and bonding systems
Ss_70_30_35,High-voltage systems
Ss_70_30_35_30,High-voltage site connection systems
Ss_70_30_35_35,High-voltage distribution systems
Ss_70_30_45,Low-voltage systems
Ss_70_30_45_28,Extra-low-voltage distribution systems
Ss_70_30_45_40,Low-voltage site connection systems
Ss_70_30_45_45,Low-voltage distribution systems
Ss_70_30_45_92,Uninterruptible power supply systems
Ss_70_30_60,Overhead line traction power distribution systems
Ss_70_30_60_11,Catenary overhead line systems
Ss_70_30_60_89,Trolley wire overhead line systems
Ss_70_30_80,Small power systems
Ss_70_30_80_35,Hardwired low-voltage small power systems
Ss_70_30_80_45,Low-voltage small power systems with prefabricated wiring
Ss_70_30_90,Conductor rail traction power distribution systems
Ss_70_30_90_15,Conductor rail electrification systems
Ss_70_30_90_90,Third rail electrification systems
Ss_70_30_94,Vehicle charging systems
Ss_70_30_94_27,Electric vehicle charging systems
Ss_70_80,Lighting systems
Ss_70_80_01,Aeronautical lighting systems
Ss_70_80_01_02,Approach lighting systems
Ss_70_80_01_03,Apron lighting systems
Ss_70_80_01_36,Heliport lighting systems
Ss_70_80_01_47,Lighting beacon systems
Ss_70_80_01_65,Precision approach path indicator systems
Ss_70_80_01_74,Runway lighting systems
Ss_70_80_01_87,Taxiway lighting systems
Ss_70_80_25,External lighting systems
Ss_70_80_25_05,Amenity lighting systems
Ss_70_80_25_59,Outdoor workplace lighting systems
Ss_70_80_25_65,Platform lighting systems
Ss_70_80_25_70,Roadway lighting systems
Ss_70_80_25_80,Shaft lighting systems
Ss_70_80_25_90,Tunnel lighting systems
Ss_70_80_33,General lighting systems
Ss_70_80_33_12,Central battery-supplied emergency lighting systems
Ss_70_80_33_30,Fibre-optic lighting systems
Ss_70_80_33_33,General lighting systems with prefabricated wiring
Ss_70_80_33_35,Hardwired general lighting systems
Ss_70_80_33_88,Theatrical/ stage lighting systems
Ss_70_80_85,Submersible lighting systems
Ss_70_80_85_92,Underwater lighting systems
Ss_70_95,Temporary electrical systems
Ss_75,"Communications, security, safety, control and protection systems"
Ss_75_10,Communications systems
Ss_75_10_21,Data distribution and telecommunications systems
Ss_75_10_21_21,Data distribution systems
Ss_75_10_21_48,Local area network (LAN) systems
Ss_75_10_21_52,Mobile telecommunications systems
Ss_75_10_21_88,Telecommunications systems
Ss_75_10_21_97,Wide area network (WAN) systems
Ss_75_10_46,Listening systems
Ss_75_10_46_05,Audio frequency induction loop systems
Ss_75_10_46_42,Infrared listening systems
Ss_75_10_68,Public communications systems
Ss_75_10_68_02,Advertising display systems
Ss_75_10_68_07,Bell communication systems
Ss_75_10_68_13,Clock systems
Ss_75_10_68_42,Information display systems
Ss_75_10_68_68,Public address systems
Ss_75_10_68_69,Queue management systems
Ss_75_10_70,Radio and television distribution systems
Ss_75_10_70_70,Radio distribution systems
Ss_75_10_70_88,Television distribution systems
Ss_75_10_72,Emergency communication systems
Ss_75_10_72_30,Firefighting intercom systems
Ss_75_10_72_70,Radio communications systems
Ss_75_10_72_72,Roadway emergency communication systems
Ss_75_10_88,Timing and scoring systems
Ss_75_10_88_05,Athletics timing and scoring systems
Ss_75_10_88_86,Swimming pool timing and scoring systems
Ss_75_30,Signal systems
Ss_75_30_35,Road signal and control systems
Ss_75_30_35_60,Pedestrian crossing signal systems
Ss_75_30_35_86,Toll systems
Ss_75_30_35_88,Traffic signal systems
Ss_75_30_50,Marine signal systems
Ss_75_30_60,Obstacle beacon systems
Ss_75_30_70,Railway signal and control systems
Ss_75_30_70_02,Automatic train operation (ATO) systems
Ss_75_30_70_03,Automatic train protection (ATP) systems
Ss_75_30_70_05,Automatic warning systems (AWS)
Ss_75_30_70_15,Communications based train control (CBTC) systems
Ss_75_30_70_27,Emergency traction current discharge systems (ETCDS)
Ss_75_30_70_30,Fixed block signalling systems
Ss_75_30_70_42,Interlocking systems
Ss_75_30_70_53,Moving block signalling systems
Ss_75_30_70_70,Rail signal systems
Ss_75_30_70_90,Train protection warning systems (TPWS)
Ss_75_30_90,Tramway signal systems
Ss_75_30_97,Waterway signal systems
Ss_75_30_98,Wind direction indication systems
Ss_75_30_98_96,Windsock systems
Ss_75_40,Security systems
Ss_75_40_02,Access control systems
Ss_75_40_02_05,Audio intercom systems
Ss_75_40_02_11,Card access control systems
Ss_75_40_02_94,Video intercom systems
Ss_75_40_53,Monitoring systems
Ss_75_40_53_70,Radio-frequency identification (RFID) tagging systems
Ss_75_40_53_86,Surveillance CCTV systems
Ss_75_40_53_90,Train dispatch CCTV systems
Ss_75_40_53_95,Voice recording systems
Ss_75_40_73,Security screening systems
Ss_75_40_73_11,Cabin baggage screening systems
Ss_75_40_73_60,Passenger screening systems
Ss_75_40_75,Security detection alarm systems
Ss_75_40_75_02,Aerospace security detection and warning systems
Ss_75_40_75_40,Intruder detection and alarm systems
Ss_75_40_75_50,Marine and waterway security detection and warning systems
Ss_75_50,Safety and protection systems
Ss_75_50_11,Emergency call systems
Ss_75_50_11_07,Baby protection systems
Ss_75_50_11_25,Emergency assistance call systems
Ss_75_50_11_27,Emergency voice communication systems
Ss_75_50_11_57,Nurse call systems
Ss_75_50_15,Cathodic protection systems
Ss_75_50_15_02,Adhesive-backed zinc sheet anode systems
Ss_75_50_15_09,Buried galvanic anode systems
Ss_75_50_15_10,Buried impressed current anode systems
Ss_75_50_15_27,Embedded impressed current anode systems
Ss_75_50_15_28,Embedded zinc anode systems
Ss_75_50_15_41,Immersed galvanic anode systems
Ss_75_50_15_42,Immersed impressed current anode systems
Ss_75_50_15_72,Recess-mounted impressed current anode systems
Ss_75_50_15_85,Surface-mounted impressed current anode systems
Ss_75_50_15_99,Zinc mesh in overlay systems
Ss_75_50_26,Debris detection systems
Ss_75_50_26_30,Foreign object debris (FOD) detection systems
Ss_75_50_28,Fire and smoke detection and alarm systems
Ss_75_50_28_05,Aspirating smoke detector systems
Ss_75_50_28_22,Domestic premises fire detection and alarm systems
Ss_75_50_28_24,Duct smoke detector systems
Ss_75_50_28_29,Fire detection and alarm systems
Ss_75_50_28_95,Voice alarm systems
Ss_75_50_33,Gas detection and alarm systems
Ss_75_50_33_30,Fixed gas detection and alarm systems
Ss_75_50_33_32,Flow sample gas detection and alarm systems
Ss_75_50_33_71,Refrigerant leak detection and alarm systems
Ss_75_50_35,Healthcare imaging systems
Ss_75_50_45,Electrical protection systems
Ss_75_50_45_45,Lightning protection systems
Ss_75_50_50,Liquid detection and alarm systems
Ss_75_50_50_45,Liquid presence detection and alarm systems
Ss_75_50_50_96,Water leak detection and alarm systems
Ss_75_50_60,Patient monitoring and telemetry systems
Ss_75_60,Environmental safety systems
Ss_75_60_45,Manmade disaster warning systems
Ss_75_60_45_15,Chemical spill detection and alarm systems
Ss_75_60_45_60,Oil spill detection and alarm systems
Ss_75_60_45_70,Radiation detection and alarm systems
Ss_75_60_50,Meteorological systems
Ss_75_60_50_50,Meteorological detection and warning systems
Ss_75_60_50_95,Weather observation systems
Ss_75_60_55,Natural disaster warning and protection systems
Ss_75_60_55_25,Earthquake warning systems
Ss_75_60_55_29,Flood resilience systems
Ss_75_60_55_30,Flood warning systems
Ss_75_60_55_75,Seismic instrumentation systems
Ss_75_60_55_90,Tsunami warning systems
Ss_75_60_55_95,Volcanic eruption warning systems
Ss_75_70,Control and management systems
Ss_75_70_05,Airport control systems
Ss_75_70_05_04,Automatic aircraft docking systems
Ss_75_70_10,Bridge control systems
Ss_75_70_20,Dam control systems
Ss_75_70_50,Marine control systems
Ss_75_70_52,Mechanical engineering services control and management systems
Ss_75_70_52_03,Air-to-air heat pump control systems
Ss_75_70_52_14,Climatic ceiling panels and beams control systems
Ss_75_70_52_15,Combined heat and power control systems
Ss_75_70_52_16,Constant volume air conditioning control systems
Ss_75_70_52_17,Cooling system control systems
Ss_75_70_52_23,Domestic heating system control systems
Ss_75_70_52_28,Extract ventilation control systems
Ss_75_70_52_29,Fan coil unit air conditioning control systems
Ss_75_70_52_32,Fuel supply control systems
Ss_75_70_52_33,Gas-fired heating control systems
Ss_75_70_52_36,Heating system control systems
Ss_75_70_52_38,Heat pump control systems
Ss_75_70_52_52,Mixed mode ventilation control systems
Ss_75_70_52_56,Natural ventilation control systems
Ss_75_70_52_70,Radiant heating control systems
Ss_75_70_52_80,Smoke and heat detection extract control systems
Ss_75_70_52_81,Smoke and heat detection shut down control systems
Ss_75_70_52_85,Steam and condensate control systems
Ss_75_70_52_93,Variable volume air conditioning control systems
Ss_75_70_52_94,Ventilation control systems
Ss_75_70_52_96,Water supply control systems
Ss_75_70_52_97,Water-to-air heat pump control systems
Ss_75_70_54,"Metering, monitoring and management systems"
Ss_75_70_54_03,Active water monitoring systems
Ss_75_70_54_05,Air quality monitoring systems
Ss_75_70_54_10,Building monitoring and management systems
Ss_75_70_54_15,Communications monitoring and management systems
Ss_75_70_54_25,Electricity metering systems
Ss_75_70_54_28,Fire systems management and control systems
Ss_75_70_54_30,Fuel metering systems
Ss_75_70_54_41,"Instrumentation, automation and control systems"
Ss_75_70_54_60,Passive water monitoring systems
Ss_75_70_54_75,Supervisory control and data acquisition (SCADA) systems
Ss_75_70_54_88,Telemetry systems
Ss_75_70_54_95,Water metering systems
Ss_75_70_54_96,Water quality monitoring systems
Ss_75_70_54_97,Wastewater quality monitoring systems
Ss_75_70_85,Structural monitoring systems
Ss_75_70_85_18,Crack gauge monitoring systems
Ss_75_70_85_27,Electrolevel monitoring systems
Ss_75_70_85_30,Fibre-optic monitoring systems
Ss_75_70_85_47,Liquid levelling monitoring systems
Ss_75_70_85_48,Load cell monitoring systems
Ss_75_70_85_62,Piezometer monitoring systems
Ss_75_70_85_66,Precise levelling monitoring systems
Ss_75_70_85_67,Prism monitoring systems
Ss_75_70_85_84,Strain gauge monitoring systems
Ss_75_70_85_86,Subsurface monitoring array systems
Ss_75_70_85_87,Tape extensometer monitoring systems
Ss_75_70_85_90,Tilt sensor monitoring systems
Ss_75_70_85_92,Total station monitoring systems
Ss_75_70_90,Transport management systems
Ss_75_70_90_05,Automatic number plate recognition systems
Ss_75_70_90_90,Traffic enforcement camera systems
Ss_75_70_90_91,Traffic management control systems
Ss_75_70_90_92,Traveller information systems
Ss_75_70_90_94,Vehicle tag reading systems
Ss_75_70_96,Water supply and wastewater control systems
Ss_75_70_96_21,Desludging control systems
Ss_75_70_96_30,Flow measurement and control systems
Ss_75_70_96_96,Wastewater supply control systems
Ss_75_70_96_98,Water supply quality control systems
Ss_75_70_97,Waterway control systems
Ss_75_90,Ticket management systems
Ss_75_90_80,Ticketing systems
Ss_75_90_80_88,Ticket-dispensing systems
Ss_75_90_93,Ticket validation systems
Ss_75_90_93_11,Card reading systems
Ss_75_90_93_60,Passenger check-in systems
Ss_75_90_93_88,Ticket reading systems
Ss_75_95,"Temporary communications, security, safety, control and protection systems"
Ss_80,Transport systems
Ss_80_10,Cable transport systems
Ss_80_10_05,Aerial tram systems
Ss_80_10_10,Cable car systems
Ss_80_10_15,Chairlift systems
Ss_80_10_30,Funicular systems
Ss_80_10_35,Gondola systems
Ss_80_10_70,Ropeway tow systems
Ss_80_10_85,Surface lift systems
Ss_80_20,Conveying systems
Ss_80_20_05,Automatic guided vehicle systems
Ss_80_20_06,Baggage handling systems
Ss_80_20_06_04,Airport baggage handling systems
Ss_80_20_10,Bulk material conveying systems
Ss_80_20_11,Cargo handling systems
Ss_80_20_23,Document conveying systems
Ss_80_20_23_65,Pneumatic document conveying systems
Ss_80_20_60,Parcel sorting systems
Ss_80_20_62,People conveying systems
Ss_80_20_62_28,Escalator systems
Ss_80_20_62_53,Moving walkway systems 
Ss_80_20_63,Piece conveying systems
Ss_80_20_63_59,Overhead piece conveying systems
Ss_80_20_65,Pneumatic conveying systems
Ss_80_30,Crane and hoist systems
Ss_80_30_15,Crane systems
Ss_80_30_15_10,Bulk handling crane systems
Ss_80_30_15_15,Container handling crane systems
Ss_80_30_15_59,Overhead crane systems
Ss_80_30_20,Derrick systems
Ss_80_30_25,Dynamic permanent access and safety equipment systems
Ss_80_30_25_30,Fixed rig suspended access systems
Ss_80_30_25_32,Gantry access systems
Ss_80_30_25_35,Guided type fall arrest systems
Ss_80_30_25_50,Mobile rig monorail suspended access systems
Ss_80_30_25_52,Mobile rig tracked suspended access systems
Ss_80_30_25_55,Mobile rig trackless suspended access systems
Ss_80_30_25_75,Robotic cleaning systems
Ss_80_30_25_80,Single point anchorage fall arrest systems
Ss_80_30_25_90,Travelling ladder access systems
Ss_80_30_40,Hoist systems
Ss_80_50,Lift systems
Ss_80_50_01,Accessible goods-only and service lift systems
Ss_80_50_01_05,Electric accessible goods-only lift (AGOL) systems
Ss_80_50_01_26,Electric service lift systems
Ss_80_50_01_39,Hydraulic accessible goods-only lift (AGOL) systems
Ss_80_50_01_40,Hydraulic service lift systems
Ss_80_50_01_50,Manual dumb waiter systems
Ss_80_50_02,Accessibility lifts and platform systems
Ss_80_50_02_65,Powered homelift systems
Ss_80_50_02_83,Stairlift systems
Ss_80_50_02_85,Step lift systems
Ss_80_50_02_94,Vertical lifting platform systems
Ss_80_50_60,Passenger and goods lift systems
Ss_80_50_60_26,Electric passenger and goods-passenger lift systems
Ss_80_50_60_39,Hydraulic passenger and goods-passenger lift systems
Ss_80_50_60_60,Paternoster systems
Ss_80_50_92,Vehicle and boat lifting systems
Ss_80_50_92_08,Boat lifting systems
Ss_80_50_94,Vehicle and boat stacking systems
Ss_80_50_94_08,Boat-stacking systems
Ss_80_50_94_11,Car-stacking systems
Ss_80_50_96,Warehouse stacking systems
Ss_80_70,Track systems
Ss_80_70_46,Level crossing systems
Ss_80_70_46_60,Pedestrian level crossing systems
Ss_80_70_46_93,User worked level crossing systems
Ss_80_70_46_95,Vehicular level crossing systems
Ss_80_70_50,Monorail systems
Ss_80_70_70,Rail track systems
Ss_80_70_70_06,Ballasted rail track systems
Ss_80_70_70_27,Embedded rail systems
Ss_80_70_70_56,Non-embedded slab track rail systems
Ss_80_70_70_65,Precast track bed systems
Ss_80_70_89,Train arrestor systems
Ss_80_70_89_30,Fixed train arrestor systems
Ss_80_70_89_50,Moveable train arrestor systems
Ss_80_80,Turntable systems
Ss_80_80_20,Display turntable systems
Ss_80_80_30,Floor turntable systems
Ss_80_80_40,Industrial turntable systems
Ss_80_80_70,Railway turntable systems
Ss_80_80_85,Stage turntable systems
Ss_80_90,Vehicle access systems
Ss_80_90_05,Aircraft passenger loading bridge systems
